16.268160	53.498489
16.409568	54.561070
19.753042	52.414419
16.492639	54.080530
16.140111	53.582032
19.082326	54.371121
16.840614	54.534389
17.651291	54.907204
19.577182	52.221022
18.126392	54.891247
17.215673	54.652777
16.691424	54.076551
17.756176	51.459448
19.251038	54.929671
19.204423	51.602768
19.608746	53.977820
15.966615	53.400531
19.815292	53.175494
18.108863	50.860309
17.639008	51.685923
18.571975	54.836630
16.861207	51.597623
15.962309	52.306360
19.129265	51.858120
16.171136	52.577859
19.530553	52.059054
16.464309	54.301029
16.990071	54.482422
16.052600	52.860405
17.599088	54.862269
19.775750	52.402273
15.945753	53.515158
18.027316	55.052728
16.266100	53.547343
17.535303	51.248411
16.442273	54.092419
18.691821	54.767603
19.328463	51.555490
16.387828	52.088559
16.624596	54.638354
18.617655	54.664230
18.634356	54.607079
16.073392	52.542252
16.725856	53.809837
18.310598	51.230240
19.697330	53.702510
19.108269	51.785245
17.284781	50.991974
19.067180	54.358547
18.955196	51.169357
18.387922	54.585109
16.508578	52.206132
16.180173	52.421744
19.073076	54.443330
19.746868	53.137069
18.123811	51.271577
18.427820	50.922779
16.402802	53.780401
19.835416	53.860771
16.245128	52.069977
19.160960	54.807477
17.764478	51.440038
16.272419	52.630317
17.985319	54.589382
20.031208	52.209718
18.172682	50.628411
19.850628	51.697045
19.696645	53.677282
18.643089	54.572820
17.628567	51.154317
17.580395	50.782419
18.211218	50.797064
16.133807	53.484625
16.501880	53.442688
16.369507	51.593057
18.965198	51.725041
17.687024	51.328101
16.259752	52.686837
17.660895	54.738273
17.353804	51.204334
16.427961	54.238775
16.036565	52.240232
19.455968	51.841697
19.026843	51.250334
19.589937	51.649324
19.691942	52.565904
18.827397	51.158713
19.798702	52.979340
19.845967	53.211014
19.496883	53.852716
17.807490	54.727768
19.808741	53.248266
16.498883	53.644639
17.145736	54.620958
16.000844	52.592593
19.640362	52.048915
17.375963	54.757456
16.897456	54.357755
18.912427	51.773361
17.050547	54.347653
18.869219	54.238003
15.715675	53.070677
19.101306	51.307420
16.764130	54.433059
17.494610	51.498993
16.668901	51.867768
16.024578	53.618660
16.373103	53.314044
19.854957	52.477251
20.001978	53.787617
17.643529	54.881290
15.777803	53.664991
16.804666	52.256245
19.237036	51.663126
16.090175	53.501471
16.431720	53.872654
18.022715	51.083840
16.504310	53.397554
18.877993	51.531596
16.152891	53.676548
15.971461	53.074316
16.397604	52.978881
18.244723	54.720947
19.407946	54.059919
19.632174	53.607169
19.105850	51.676508
18.044667	54.738789
19.309183	51.218616
17.557605	51.264331
19.254064	51.522400
19.912822	52.470941
19.319088	54.692000
16.565856	54.415690
20.194269	52.413553
16.900700	51.566662
19.560168	52.142355
16.084930	53.567580
19.740167	53.340581
16.842322	51.708894
17.774939	54.957910
16.453052	52.922325
17.839477	51.173665
16.437680	51.758876
16.140764	51.784098
16.329169	53.922291
18.086264	54.931487
16.257488	54.098584
19.788873	53.409220
16.755797	51.932427
20.191229	52.386573
19.499583	54.201886
19.811660	53.310461
19.633234	51.875296
18.196470	55.019577
19.900603	53.126443
18.789413	51.591091
19.194200	54.612886
19.541625	51.305122
19.309009	53.678022
16.926137	54.732368
16.829799	51.953027
16.069079	52.009658
16.941126	51.212628
16.983943	51.438329
16.113571	53.769026
19.254107	54.252576
18.144471	50.934483
18.481243	54.406333
16.679986	51.565524
19.178589	51.589104
19.307391	53.898657
19.878953	52.617558
19.825189	53.390444
18.906163	51.250491
18.903452	51.560117
19.854458	53.357802
16.095815	52.350849
19.482819	52.232156
17.382239	54.920975
18.514082	51.384974
16.278643	51.779040
18.418246	51.257711
18.636466	51.683553
19.623761	53.584170
17.714112	55.212761
16.858065	51.431340
15.922214	53.107908
19.867371	52.614985
18.179922	51.175125
16.344844	52.150933
17.309040	54.659596
17.965659	54.640646
19.746395	51.555659
16.249190	53.786373
18.499573	51.243480
19.477435	54.014334
18.990370	51.505712
19.918093	53.219178
19.395154	51.521998
19.659579	51.725525
